Periodo;Data;Altura_m
3066;2009-02-21;7.27
3067;2009-02-22;7.26
3068;2009-02-23;7.25
3069;2009-02-24;7.25
3070;2009-02-25;7.24
3071;2009-02-26;7.23
3072;2009-02-27;7.21
3073;2009-02-28;7.21
3074;2009-03-01;7.20
3075;2009-03-02;7.19
3076;2009-03-03;7.17
3077;2009-03-04;7.17
3078;2009-03-05;7.16
3079;2009-03-06;7.15
3080;2009-03-07;7.14
3081;2009-03-08;7.13
3082;2009-03-09;7.12
3083;2009-03-10;7.11
3084;2009-03-11;7.10
3085;2009-03-12;7.09
3086;2009-03-13;7.08
3087;2009-03-14;7.06
3088;2009-03-15;7.05
3089;2009-03-16;7.05
3090;2009-03-17;7.03
3091;2009-03-18;7.09
3092;2009-03-19;7.10
3093;2009-03-20;7.09
3094;2009-03-21;7.08
3095;2009-03-22;7.08
3096;2009-03-23;7.06
3097;2009-03-24;7.05
3098;2009-03-25;7.03
3099;2009-03-26;7.02
3100;2009-03-27;7.00
3101;2009-03-28;6.99
3102;2009-03-29;6.97
3103;2009-03-30;6.97
3104;2009-03-31;6.95
3105;2009-04-01;6.93
3106;2009-04-02;6.90
3107;2009-04-03;6.88
3108;2009-04-04;6.84
3109;2009-04-05;6.80
3110;2009-04-06;6.75
3111;2009-04-07;6.68
3112;2009-04-08;6.62
3113;2009-04-09;6.56
3114;2009-04-10;6.51
3115;2009-04-11;6.47
3116;2009-04-12;6.44
3117;2009-04-13;6.40
3118;2009-04-14;6.36
3119;2009-04-15;6.33
3120;2009-04-16;6.30
3121;2009-04-17;6.27
3122;2009-04-18;6.24
3123;2009-04-19;6.19
3124;2009-04-20;6.16
3125;2009-04-21;6.21
3126;2009-04-22;6.24
3127;2009-04-23;6.21
3128;2009-04-24;6.17
3129;2009-04-25;6.12
3130;2009-04-26;6.09
3131;2009-04-27;6.05
3132;2009-04-28;6.02
3133;2009-04-29;5.99
3134;2009-04-30;5.95
3135;2009-05-01;5.91
3136;2009-05-02;5.87
3137;2009-05-03;5.83
3138;2009-05-04;5.80
3139;2009-05-05;5.77
3140;2009-05-06;5.72
3141;2009-05-07;5.68
3142;2009-05-08;5.64
3143;2009-05-09;5.60
3144;2009-05-10;5.55
3145;2009-05-11;5.52
3146;2009-05-12;5.48
3147;2009-05-13;5.45
3148;2009-05-14;5.42
3149;2009-05-15;5.40
3150;2009-05-16;5.43
3151;2009-05-17;5.45
3152;2009-05-18;5.45
3153;2009-05-19;5.68
3154;2009-05-20;5.77
3155;2009-05-21;5.76
3156;2009-05-22;5.79
3157;2009-05-23;5.86
3158;2009-05-24;5.96
3159;2009-05-25;6.22
3160;2009-05-26;6.34
3161;2009-05-27;6.37
3162;2009-05-28;6.38
3163;2009-05-29;6.55
3164;2009-05-30;6.75
3165;2009-05-31;6.77
3166;2009-06-01;6.79
3167;2009-06-02;6.80
3168;2009-06-03;6.79
3169;2009-06-04;6.77
3170;2009-06-05;6.77
3171;2009-06-06;6.80
3172;2009-06-07;6.89
3173;2009-06-08;6.94
3174;2009-06-09;6.99
3175;2009-06-10;6.98
3176;2009-06-11;6.97
3177;2009-06-12;6.97
3178;2009-06-13;6.99
3179;2009-06-14;7.03
3180;2009-06-15;7.01
3181;2009-06-16;6.99
3182;2009-06-17;7.01
3183;2009-06-18;7.01
3184;2009-06-19;7.01
3185;2009-06-20;7.01
3186;2009-06-21;7.01
3187;2009-06-22;7.03
3188;2009-06-23;7.06
3189;2009-06-24;7.12
3190;2009-06-25;7.10
3191;2009-06-26;7.11
3192;2009-06-27;7.13
3193;2009-06-28;7.16
3194;2009-06-29;7.18
3195;2009-06-30;7.22
3196;2009-07-01;7.29
3197;2009-07-02;7.36
3198;2009-07-03;7.38
3199;2009-07-04;7.37
3200;2009-07-05;7.42
3201;2009-07-06;7.45
3202;2009-07-07;7.42
3203;2009-07-08;7.40
3204;2009-07-09;7.40
3205;2009-07-10;7.39
3206;2009-07-11;7.39
3207;2009-07-12;7.44
3208;2009-07-13;7.50
3209;2009-07-14;7.48
3210;2009-07-15;7.47
3211;2009-07-16;7.49
3212;2009-07-17;7.50
3213;2009-07-18;7.51
3214;2009-07-19;7.61
3215;2009-07-20;7.61
3216;2009-07-21;7.61
3217;2009-07-22;7.64
3218;2009-07-23;7.68
3219;2009-07-24;7.75
3220;2009-07-25;7.76
3221;2009-07-26;7.79
3222;2009-07-27;7.85
3223;2009-07-28;7.85
3224;2009-07-29;7.85
3225;2009-07-30;7.89
3226;2009-07-31;7.89
3227;2009-08-01;7.89
3228;2009-08-02;7.89
3229;2009-08-03;7.89
3230;2009-08-04;7.89
3231;2009-08-05;7.88
3232;2009-08-06;7.88
3233;2009-08-07;7.88
3234;2009-08-08;7.89
3235;2009-08-09;7.93
3236;2009-08-10;8.04
3237;2009-08-11;8.04
3238;2009-08-12;8.04
3239;2009-08-13;8.05
3240;2009-08-14;8.06
3241;2009-08-15;8.12
3242;2009-08-16;8.20
3243;2009-08-17;8.20
3244;2009-08-18;8.21
3245;2009-08-19;8.21
3246;2009-08-20;8.20
3247;2009-08-21;8.18
3248;2009-08-22;8.16
3249;2009-08-23;8.14
3250;2009-08-24;8.14
3251;2009-08-25;8.13
3252;2009-08-26;8.12
3253;2009-08-27;8.11
3254;2009-08-28;8.10
3255;2009-08-29;8.08
3256;2009-08-30;8.06
3257;2009-08-31;8.05
3258;2009-09-01;8.09
3259;2009-09-02;8.08
3260;2009-09-03;8.08
3261;2009-09-04;8.09
3262;2009-09-05;8.09
3263;2009-09-06;8.09
3264;2009-09-07;8.07
3265;2009-09-08;8.05
3266;2009-09-09;8.08
3267;2009-09-10;8.12
3268;2009-09-11;8.10
3269;2009-09-12;8.09
3270;2009-09-13;8.11
3271;2009-09-14;8.15
3272;2009-09-15;8.13
3273;2009-09-16;8.14
3274;2009-09-17;8.17
3275;2009-09-18;8.16
3276;2009-09-19;8.21
3277;2009-09-20;8.29
3278;2009-09-21;8.29
3279;2009-09-22;8.27
3280;2009-09-23;8.26
3281;2009-09-24;8.26
3282;2009-09-25;8.24
3283;2009-09-26;8.23
3284;2009-09-27;8.23
3285;2009-09-28;8.24
3286;2009-09-29;8.23
3287;2009-09-30;8.21
